msno,city,bd,gender,registered_via,registration_init_time,expiration_date
d+s69qSI7m7SuUUrhmMD2VQXAe28OUjJa8ms8GxoZ1o=,1,0,,7,20170120,20170919
ouWdoNrL0bJzHbQqoij9P/ESwBZKYUv+xw4ETIR+DHM=,13,28,female,9,20170105,20180222
KJBxs48mU7ItN8GPJhvPKeuFnvvqk6A9wIiRBc4rn6o=,1,0,,4,20161104,20161111
iW5tHYAvl0XU5hFocRE7zOpP8Fd6W9k01wOT9jsK9F4=,1,0,,7,20111110,20170611
rEKM1l7SCfcNmiKNeDp10zJ1cQ1YdwgyOHreiqFUPns=,1,0,,7,20121122,20170921
zHheAPernEyjnDswWjLOVPEFpb4OsS73Lcub4LDfJes=,13,30,male,9,20110528,20171005
3H6dDSoAcRMUPy8MQ333vxtfYGBG2PN046PK60VfpCQ=,9,34,female,3,20140309,20170118
sdqm53dEOILBNd4UgjVBtglNqL3UpJ00vZ8uPYm/Ii8=,1,0,,3,20130614,20150615
7rgKUWhnaokvutWCY1vrYMjGkS9kb9fGQPYlmZ/pN1Y=,12,31,male,3,20130513,20170930
caMgGGqq6K+E/s+1Le+XupdqsHeJUJ6qfC/cjNSYv0s=,15,23,male,3,20160221,20170924
LUq04/drUiQNX4H+pA2INe7SqtGsXXSvRrgoEdGC0Fg=,1,0,,4,20161029,20161105
qekkXNA7sLMhFR7JKRmPHleGsdF6oIyv/9/XC/p7vTY=,1,0,,7,20151110,20170909
Cl7poEppPmU+habIK5KDoDvJ+bwQF77FmLOIPRFB4d4=,21,30,female,9,20130708,20180126
I7Lp9uHEO1gXiuHLR3Kd+uVJRcfvwK1jUO+yoRKRWVo=,1,0,,7,20150418,20170922
y4y+EVz4VQmF9HMUOAcdoojzKFjYP2uEc/L64rV8zJQ=,4,34,female,9,20151128,20160327
PQsN97EBeXxSwn3Jno8iX8HercvvYqCrAo/CTaAw1xs=,1,0,,7,20151219,20170910
5lG+gQED3UKv0kgmyEHk1xejwoI+z6s4WJ0esOIPII8=,1,23,male,4,20160419,20170808
KaMjx4GoIAFGGWc+ts9sT1qTnmBufMk1xM2hm1HLc6k=,4,30,male,9,20070208,20171026
fSfp+h63n5Rj4yewMxXEMwTGIht6DWr+xLuyWD3wD0o=,1,0,,7,20151212,20170911
TPRv/dfqXY+qSWIkQmkTmv431Ff5JgrQD3AfdLVSqz4=,1,0,,7,20150731,20170910
Vg0SNhP6Ra6k/Qk1jpwG4BM1aBP6xNYIQzYYqfvfWuM=,1,0,,4,20161231,20161231
2SJ39MOhzY2rEW5XwgdzP2VDtJNY14OIn915bTveBIA=,1,0,,7,20151231,20170910
Gj7YS9lqGu3nPluIOmYyWrFlYsAnQnDLO/fvLMEkUAw=,1,0,,7,20160109,20171002
U8+kPNIuaH20KGOrlzI9C8QqtiYSh0+lH0O+XUHbct4=,5,40,female,9,20050314,20070816
VzxyGWf2jKARqa3IfDRUkcJqWoOcHFEXhQd/ToKkHyA=,1,0,,4,20170207,20170210
p+vqr2o+cSmmMgz5ZMl3KX/G6wXJKHepWfdtIBPnoPM=,1,0,,4,20170218,20170221
SdxMATm8wMuSwC5PI/Syj4j6SC2bqb7Vl2SrDrrrRQI=,1,0,,4,20160930,20161003
e5SpoTn+wgciL8KzvwuLLcWA+owP5jlzHi/VfK1BAnI=,1,0,,4,20170105,20170108
yXU6ajD+SVS3CFs3X0IWSq6FUA5Ks0Jvp/aFlowwQxA=,1,29,male,4,20170122,20170125
w3vloYvSqu7FyjjGGsrBPsMtkxyAWxKmjRgn9E/Um/w=,1,0,,7,20170118,20170918
lBFdjkXB+VElvZeuq6B30JrLJLiDPGArNyNziAmiJ0o=,1,0,,4,20161216,20161219
Aa5ckkPLbNC7LRXc5Gb/ybailVfFwVC/cv1y1lbhgbE=,1,0,,4,20161117,20170614
sGaVmBNojFvrYGK5oXj5GnQmEpt1rc3En8LTw7aADqE=,1,0,,4,20160830,20160902
sjdwhwLs8BiFRn8re3bN3S76hdIsMx0XEBRou+CX40g=,14,31,male,7,20110211,20171201
FmyjhUAF+MsTAyHB29rqON5k0ud593zT/UiVdsSyC3Q=,16,0,female,3,20141209,20170213
n3dCUfSp5CeMlNaj1auhu54M4dc/Z/DU8OaOMtN5LDI=,1,20,male,3,20160607,20160610
+jrfpsiSRAGGpmdqK+EzG95urmsCv7Hk+dtw/hae+jk=,6,34,male,3,20130310,20170911
Zue+1+VH5oh4qdKSSW9F6KvO15vlLlepFgWhOlKmjMU=,1,0,,7,20131112,20170921
IKPPrjQH23cpxcE4jAMBN3Vv3Te1oGpYx3p4Naz96ac=,7,29,male,9,20130510,20170930
lDUrRZnnZJwn1Bjxi/fKbnoYL94DXUoKW6mFdI4NFBk=,4,24,male,3,20130809,20170711
SAMXdM9ka9drwlcBjmhfzCJ7R1cGoMDP5PW6lfI2S/4=,1,0,,7,20110609,20170909
5Z9JhZBi4ON6SGK6b6hsh1F1SO3Gy+hi0lFxsUdvtek=,3,44,female,9,20080525,20170211
cHlQ5pO4YgUbOcMYdisHVRVOn1QToNlRwDjiEIdgAI0=,1,0,,4,20161010,20161013
lDa3v6sqn9kwMJSThr8mZs4dxWuLXNbceJKSq6ujCZs=,1,0,,4,20160804,20160807
/1SwgVHh8c46pmuq1WlHnRz1maIqTYncZZmihvFJZtk=,1,0,,7,20131225,20170916
yg9DYQADJ7Y0qyxuDUzWmKX6Oq2dZYaFWwONJ1wm3KI=,5,18,female,3,20130404,20170815
s7Ebl/CTwBavTgDsNva6jeYgXA6opchGVRfv4cyo/P0=,4,23,male,3,20130718,20160905
QPrVEVrWZBD2+QNPnzxHWAUUHd2IpicbPcd99Eqf7LY=,5,31,male,9,20110506,20171003
ZWNC71FV5IjmukcXsxUKG9RaEkuLfpNklQm36dFmK7o=,1,0,,7,20130921,20180226
Chzv2jv1y2Pvk6G8MCx7PefIZEOTMUMsWAtrQsX54tc=,6,38,male,9,20090918,20170930
mmdtSeHtyM/giT+B8xJA+c8Kd+wdTYTromfsY9kP/gM=,1,0,,4,20161125,20161202
eiy0Tj8TUE+tim8a/6qaHiW6A8e9cbZtDWVzYPcc/Nw=,1,0,,4,20161223,20170710
NiLQqNHwehZclKT/hOnxZIFl7GTzKgMb2s4+xIZVMic=,1,0,,4,20161116,20161123
IIh0zwMTlSOCLcXar/S2gRJFK9sr1JkgEBDCBWOwmOk=,1,0,,4,20170122,20170125
ci4TvQSEFhcdZtjzB5cTX4MPVvL9XSkqXDpPtIfv6Bw=,1,0,,7,20161223,20170922
crP7+5kpRea+UiG9efQsOarLC4Hg6xbq0VY8hxuOrnI=,6,26,female,7,20120106,20170913
+RXz8TjIL9CO5FMpb8yHvSuNxEqy5le4JIWRQkiQFW0=,18,26,male,7,20160204,20171004
WYKm+hYQtJPBCU484KjniJp6/RyEodQfYSV9hfspnYE=,1,0,,7,20170106,20171005
jfuGlC4069iK1N2O3CtqK/0fQGdLRC4W6aA6KMykSXQ=,1,0,,7,20151121,20170920
weyBPJj+ionjF9ryHb3S7RS3N6+X6RNvmrclxypQ0/8=,13,32,male,9,20040902,20170930
ZURlA1qeLr8+Ce5rfTKSfBx6vjAnRWRfnB3G7AHsiAI=,12,38,male,9,20070416,20170921
+6NpyVhwwZYLU9XP8bjAWI04w0nT6/EFyLVUZqtVbBg=,1,0,,4,20160103,20160106
Y5S+IPDBsYWnwqDA9BmBdzZT3tcqpVAAU5lE7mMQw10=,1,0,,7,20160116,20170916
+diivH46RGSnv5yAt9ODoX4/+2UXOYeXsFt3rqvE6Ug=,5,23,male,4,20151115,20161213
Emz8l1KkQqIXW5t8rxSnDqE7g4LvMH4GcrmBzPbj/4U=,13,24,male,9,20110920,20171016
c5COwjw1oU/uXjIVZwkvOnRN5KSN6m12S2xrSzciZxc=,1,0,,7,20120629,20171001
pxS9vlOU0p74+iO5MTjdBJvphWXlPtgCrJOyRKaquK4=,22,24,male,7,20110904,20170702
3ZY4+uj9OvTsMrbqdpR2DXqdDcAiszewIDQ3QCnB/WE=,22,0,male,4,20161018,20171008
jQs3BZWYkoO5vxGRGcFkqNnPH0S3z17dtgZFN5myeNA=,1,0,,4,20160921,20170808
YVofP8KWZI4zuv5dF3XHPtLZK0pr7lNNnRO8wV2QWIs=,1,0,,4,20170222,20170225
l/TiGy/uqZazQA47LglMCZYhDDWd0gznGcttBgLRj5w=,12,20,male,7,20160811,20170909
Lnhl68JkDq7BAxybb2E8BhcKNGB7Uwessq+iomr4OCk=,1,0,,4,20161019,20161022
3Ursc4LRwmNlDXN5uufIqanoY1OUjjEQNAgTkfLzgFA=,21,20,female,3,20141228,20170916
4GlGvm8owpXf5GCyg7Gzs07OrEHzdjn2hi+zSNvZEWk=,13,19,female,9,20110524,20171004
hRQzo72cneZRGPQfGA87MwZOSt9o1UkeGieHNkcUwQw=,13,19,female,7,20160131,20170930
vY2VGZXKt6WU4vl+l2h6QDke01M54EOvwmTcoJXzVPQ=,18,21,male,9,20111023,20180520
Gta0vVNjKl/TTVNCsTurdVVdZDUjpWmy4wuDikvZmKo=,12,40,male,9,20100814,20170930
DiM4cXbFpsYgAwPlM729oq1BRkJKq6VRMpwGlDnzEBA=,11,18,female,9,20101018,20171004
GU+AMNcDNru3SpNKTvfxT7o0onrLoczKecYcVyWiCB0=,1,0,,3,20130524,20130531
Uz25tkarH9CGH9JvbBXqyOn0AWh6pkxOLjeG+LN1B5Q=,5,27,male,4,20160413,20171116
WwmtaoWK2elKxUCwPvGAf/6DM8HMQQNLv5lhGl7BbSA=,1,0,,9,20151024,20171016
d1QimkNW+ZjGo0aIM7/79LIwDijmkQKcZEsdq0t0sgM=,1,0,,7,20151107,20170814
kf0wcy3q9plP++WPZiKyzrqxU5XbIeUMvAkaEuzBqY0=,15,20,male,3,20160205,20170909
V+HxV0DR4sbrg58kGJtRIL36m5h7+e5y+vp57L8pR50=,14,18,male,3,20120805,20170815
k9dkoDm81l9TaDm9uMzodDdmZljJOb8RpUcYlOkOBTo=,4,40,female,7,20100920,20170918
IL4WzbwFeJMZ4Wq1moQ8LOFvwgs5yBrRUfxIM/K88pk=,1,0,,9,20150428,20160211
WBit3nCyYDU1VzCfQeuz5g8T2M7V2IalJW+57U3f0OQ=,22,22,male,3,20120707,20171002
oTRy673z2JrgdqVG39WEHfD4c85GXYik5DPWaJDR5RU=,4,27,female,9,20110609,20170907
qr60QvqEw16QtDC6wcjcC9fBfsoNgUPQtK2jJB3ZM4o=,1,0,,7,20151106,20170918
NZIOz7PJYVVaRCgvLGY8IIWnqKRftxB07WvwlvVr6kQ=,1,0,,7,20160116,20170915
CAKoffFiv5mRyc74ERxXoSptDReYbHuAjYv30yEZMgo=,15,34,female,7,20111016,20171005
1kOQPBOdq0hUhkduoyXdylcNBJLkghuc4C5StZqOtgM=,1,0,,4,20170124,20170127
5Gh1LB0vgiNrm/cf8ZYMnbaFC0oMbuzUXDzR869sI2A=,1,0,,7,20151014,20170914
fw12ihfYhWoCpzr8Wlz12pROdZgtlQwo0fMRsTLYPBs=,1,0,,7,20170102,20171001
rn9bZVsz34wBXQz3qMptWrNUwct6e0llFJBQOnmKEXU=,18,26,female,9,20141102,20171005
/gt6NrOMNdLpMwhOAZFAhNbklf5odYqjP8+RRMnUgjE=,1,0,,4,20170227,20170302
ZMR/DPtHfh5m1rKLsHf3ugLWaZsFFWitrQF3F7wW/j8=,1,0,,4,20170129,20170201
bTcuZJqQMUvHljTuVOpUuGCgp3wCOOJCvenDFYuboR0=,1,0,,4,20161219,20161222
xw3zZXi6ktgiiQyAa07Ady1e2SyoFFQZ5NYV3xSUyx4=,5,17,female,4,20160809,20160825
hn8F9LtycTN5D2/PvEasxs/KwCZg5m3aMZlIinx4QAs=,1,0,,4,20161207,20161210
a+riXsMf6Rt7GRHn8K/Peo2wirAuLnms1GgY4F+wsmc=,1,0,,7,20140316,20170930
VBSxWyCqst6PKalxPy6nHoAMBeSyhtKNlOM3NnN7NtQ=,13,25,female,3,20121125,20170810
PtFXzHnSmIQCZ3h4N+t2P/H2iDtbd3ZzM5ITCqoE0J8=,13,31,female,9,20090603,20170927
Rf6OGcVbfCh6M19FdR1NJIJgoJ3ZFUC7sdpJSX4oIgg=,15,30,male,9,20120604,20171004
RbvYn4nMEg4k0QwZsG097O6Yv/VxBj7YXtgdAYIvThE=,1,0,,7,20100805,20170919
9vZqWe4V3RTVRhy6IkFHRK3ZXxDgsOEd9vtRZfNQdi8=,6,28,female,9,20050724,20170919
Xa2UlwNbVREvgDB+2f5/W/TxtIbBGrc36LgtdgJjT1k=,13,50,male,9,20110105,20170918
WlP8FCYzmbkdsizyWUFH4YDJLUt/ehw+m+ZjJC2br24=,22,17,female,3,20130121,20180601
SKSxA6/cFUzCeFzqd1/ydLrPlTMV4PsUCCBn4nAMUSE=,4,24,male,9,20140313,20170909
4ZtqJzVb+0k+GyMgwGBfXQz9dD2Q5onuw2zQZNiqR+E=,4,30,male,3,20130121,20170225
uD2mcVuY4VFX/lvJoUbt8gDIO7P4csPH4pJVvr1+tXo=,1,0,,4,20161204,20161207
gXg6YPLICbxmK5LsFnsZGblHhb3k886b5JkLK/tBVAA=,1,0,,4,20170202,20170205
zEyPD1oKVtFUi0IqpNPU1CXOV2McqpuavyQW+Dk4AYg=,1,0,,7,20160210,20170909
4kHHSc81jzg+rbj50n0bqxct9WFs+YPk4/chmYebgk4=,1,0,,4,20161218,20161221
bpQ0SHU688MVI01K1StlMMGMwyPrqo5iuFcp3VJyrM4=,13,22,female,4,20160414,20170810
rhuYzcUDIOPe+oGoEa7rAvt3OfeJqSLFsaMYKOrcFBA=,1,0,,4,20161107,20161114
d2GYgVS+vvFflBOuB3fh5Vu4T4InoNMMMMa/KQsMfJ0=,1,0,,4,20160208,20170808
ECwX9Mfn673OD2oWoNE/Pa4VGhDUH5MetQLvlfWyUnk=,1,0,,9,20150226,20170714
g023Ex2VjHSF+eJ0z//KAzmmdR8K1AmHBRXuf5SmTmo=,7,0,,4,20151104,20170914
t4D/j7+0YvbdAvw8+RmXrGvDp3NIRio2Oko8KZb/Hlw=,1,0,,7,20151028,20170930
UUiTzUaD/r2xfUmgu275cNnFc2Ttbvg75ZdZahNRyP8=,8,17,male,4,20160220,20170503
GJefl92Xc7dqieETxeDaFh5GI95nF0eK7z0wWyZLmn4=,22,21,male,9,20110421,20170916
FrQdbMX6Y65+myujEFofV33J8vilcNGGrjCYPT7vb08=,5,34,male,9,20170213,20170818
FUVmvwLHJT5dJVaOd8ZKCF+HUjCk0hoVDoiBfW4ltkA=,1,0,,4,20160323,20161218
4XalzV7ZSTw2/fGh4tzLSgKMORdDOK5MA7w8PEsIgLk=,1,0,,4,20161006,20161009
yogrNKLmo60UsSS72+ajiVfkZ2npnU23mk+vb1mIh5A=,14,0,,9,20110604,20171005
meUfoiDcTpvhHjZHlUr21DO9fJci9r1RX2ins14r484=,5,22,,4,20160303,20171003
VbsyJBY8qNDIn1ROiDHM2jdUSl6OQlOvGrWPVRBp2W8=,1,0,,7,20110322,20170922
udP733VT47jQP7zjwFNjj0CbQr9ce2X5U/8HaiRl4Cc=,4,55,female,9,20081024,20170930
2ESisAqwBOydyOkh+x4gSVBYiO2HCemzCSvnqTBg8M0=,1,0,,7,20151229,20170930
AgRkGZ/g8PJ/lfrEi52zgjExAoF7kkKFMwDcyjGsreE=,5,18,female,3,20150411,20170226
vWuAn99sN2QSKCdB4FzhvDtx6srRKJYysIb3yOftWCo=,1,0,,7,20130608,20171006
SZnW9AkaTiZbDwgAe3sAAcCD0XZcm/JOiz0Firhv6A0=,5,0,male,9,20161203,20170925
KjJ6JTtk0RHlNqbYSK9awMwpUUeac4vznGLD3DmEP0s=,1,0,,7,20151123,20170923
W70WV7vMbk8eYMKq3HFS4/A+33VO8dSRTNjuQFX1Ly8=,13,0,,7,20101105,20170912
Kg7Kk31xtxp9v+PgWZuGrM/4KuE7Tsw9DWdX8/eKlck=,15,0,,7,20110729,20170913
pMMSfVZEUNV41zp99iRlhdK9RCYbcC+b6I1VdnBTdXU=,4,30,male,9,20110806,20170924
CpaQATaZEWvnucZD8KTTH06klDlpYVQXlPd9272G2Tk=,1,0,,4,20170127,20170130
OAEuKj+J1n1/fQjvZfgJSd3norSQm/Xyb2qcqjfg8Ho=,22,29,female,9,20090320,20170930
LmDd2FaJZa/TXPW1Z/R5wW2sX/osPjhKXPz9EIUsUwo=,1,0,,7,20151013,20170913
RP6IfimmUEXbNvu1F1TcIu916wmuR5PyZcsXIkyQ46M=,13,0,female,3,20140626,20180115
VvtT1uuRyLaVdpCwprxIMAVDGUmRsutSn0ThDJLYtZw=,13,39,male,9,20131107,20180724
rwF18IUnH9EMopr4eYZJgRG+HNgkw4DB18ZfSzLn00g=,17,28,male,9,20110902,20170916
l7wrJfYjGSGllQ18YDjkMkPgYOBptYOzls7S/4+e55U=,13,25,male,7,20140731,20170908
bO55ONkbnntxs0AZAhQpCn8nIatXyGaTjjiiYjwf8XM=,1,0,,4,20160903,20160906
IfbI6rcckT3jn0MYWWAi/yrPJ57lwUbeqDFBL1MetAU=,1,0,,4,20160828,20170925
HHqpL9TnREP+E3QmlAbQXgsI4qRklxC82h5Uz87FZvI=,5,41,male,9,20131224,20170919
eIpvg2lfxLVZNYFvnIwVk76lnUAMAVZyI9n4BrPJfq0=,1,0,,7,20131111,20171006
kzAIWr0uduQ1gEPxZiIjWXSzfnBNv+niMUsfU8KBLog=,5,50,female,9,20050922,20170205
xTr3Xs3iRHmxxEFc3FayHCUImPjxp796mfrqNv2X/vw=,17,42,female,9,20110519,20170930
e17Xzs36ff5Ro3rJOxI8s9VMo6ekpFJYSOgGJjtAV4Q=,5,41,male,9,20110615,20181011
yAZ0TkMjabq8qLvTN41Hj4rHmrW3smvoTzI1iMyFtbo=,1,0,,4,20161101,20161108
ipI9Ey59OMyIRWB7E7IZF4OFe/XievoF63AlHRPmg4Q=,1,0,,4,20170107,20170110
/EQJH9Wkj+Fk+JRxJL4TvrbuauJWDllfapIzMI9l90k=,1,0,,4,20161227,20170713
h6isC5xGIfhSnL7KryO13mbBUxhC6jtxVXJc+C/YbqU=,1,0,,13,20161010,20170411
UG9RUz7BMJqRmnUB9OmXw8KI4ZkUtMANw4V1oU/m4TA=,1,0,,7,20140308,20170911
WWsaOhV6/82tVj0eMpE3u3dVWLseveVyfv60UFujPlo=,13,39,male,3,20161112,20161221
m16uHvhW1jgcxDiiNHB6KdqyvhNLZ12XlTzsmMoM4gc=,1,0,,7,20150815,20170915
f+K/5/kmbWQAY7bSkxTl3b2V4Tg6J7PEwbIysdWdUlE=,1,0,,7,20140602,20171001
tt0SAgx1TZZnP5uboB6osLksFRQf7KEUAKOS6Zz8sG0=,4,22,male,7,20131027,20170926
2oV6jo93E2TBqzVmHq22J4JahHsG9nqJCCsWI1EjGiY=,13,22,female,3,20140814,20170930
wXU7R+2TgoqcGOJS76frDvYE+/QFcOfpSoxcxyFogSE=,1,0,,4,20160825,20160828
MokttuB3TIdQrNdy8ojjksZ6c4lTLlyp9pcKLd9ho6Y=,1,0,,7,20120911,20171001
3pYMdtwa7iSkanXKHr9eNv9PGQ0/52C0wBnM1TeFxiA=,1,0,,7,20100923,20170930
dXPGBWixbHtNbo+ujFFphMT6NV/sV99S5RF7io6/6Zw=,6,26,female,9,20130301,20170930
bY2osf+Yno1hZAIgEkSCGIE0HAnTCTujJ0X5BELYg1g=,22,26,male,7,20150926,20170930
Kf0L0fJlBO7rPHYVJomN+u/SOrHMCN7WngZvIVcw4J8=,7,59,female,9,20090528,20170930
mdHmts7JWkTgA2HtoHRVSQury/NKtLS2KL7K/FIFx30=,1,0,,4,20161230,20170102
mEyBF2VYRn2LutKmbBSxKyG1SDd0LURYNXW+tBWAD6k=,1,0,,7,20110707,20171007
T6+zY/Qxr2jKp6mKnMH10WWPboUMm666/7wwiPN5Y0A=,1,0,,7,20150819,20170930
pwIvonVJtvYTAtV43cmtkX7PN/O16nYBF9igtb9ECc0=,13,27,female,9,20110626,20170616
BNZEZ40mtb0sUy+O5iGzM1VAftiM2y2Ob+iFj5u4YBI=,1,0,,4,20170227,20170302
HNkd2eLfRU3qwOR16Mb387z4U+NGw/Lcspdcp+MlziM=,6,21,female,3,20130226,20130305
kba2lSEJTJ90A888TMZqjts6PFnPi4FnGHEjsJ95Mhw=,1,0,,7,20151009,20170909
OPNIsJYSU+7di2n4+H9bE9eAvBTIPVvTxQgTjixUDpk=,13,23,male,9,20110507,20171017
uljBrJtN7UvUozkgh8VMTyThc3JPV4QkyZikWgprY1M=,1,0,,7,20130923,20170922
zYR4fYzo8BKN93M3NB4iT+rWfzuhwxOv+he67lMAeGE=,22,31,male,3,20130711,20170920
GctXKc4CRMCN0tJP88qKDqIi9E0AcQxJHriwFX3meSk=,1,0,,7,20131111,20170915
DXoC0JLG0TcqSPvZ6uqc3HnWyJZtp7ocrY9rD0zuWmk=,10,44,female,7,20120519,20170930
0DzA1yUPxgLV9WQax4658BNv7piDeqKU45gcL2KVo8E=,1,0,,7,20140819,20170918
AvpKtEHVeuTAIga5tUdNJHtJjID4o4ZQVy9EM3ceZok=,1,0,,7,20150904,20171003
HTwO9y74wfAEhJWsgVuHbnqLG8xLazJGBqgi1eDaeE4=,1,0,,4,20160816,20161104
WzAeHpF1bIoO8jprO4mpbMbVkGvbHzQDB5qJYp4aDDk=,22,19,male,3,20170117,20170120
05fvADTeAO2it19eNMcUUQg7E8/woK3xCFhGGp8bSHM=,1,0,,4,20161201,20161204
qb2OHEyttfDZSKBxSprdLpjiWyyv4CQd9rLEoVxmiEk=,1,41,female,4,20160813,20170226
o1Ax6WvUqsSLxJ6/vUADJ3qqOvAEmc4toPKVyrAMbjI=,17,23,male,9,20140205,20171008
GBZPZJ2GI0Js+1xRH24Sf2+mEhqWvLr6KHXBiW0YFV0=,1,0,,7,20150924,20170930
EUsflM6CowB2PHX8N8SGPZeq5v5oNBCyyiiGBAFgwK0=,4,30,female,9,20120521,20171024
MnYcYkjzqQJXMpFzFY5VSQfsfGyFjGY87xUyZcRAYm4=,13,24,female,9,20130228,20171004
wPEZ/hNV7JJkJt7vWrJQ3duteXG1nTB7wrUty74XJJ8=,1,0,,7,20151015,20170915
pzs6AnaFO4XJHdPBPCMNFJvy1flQQZc4nhqSnuqz8Ck=,13,22,female,9,20131220,20180601
m2DtmpMy00AmW1K8AKEceVsml4Yk/TcdDbbGTFgkRtw=,15,37,male,7,20140815,20170918
41IorWpqBqo9cqeqsb5zQPi4aXoka6IbxoYvCVPS69A=,5,18,male,3,20140923,20180211
0SuOJwGXYNIIQFrpAl30GTsGl6fQcZYZPFT2B1tf91g=,15,22,male,9,20080222,20170921
hTDMpkFGHNC7U/iJyECO0+6vZIAKT4oU7AlUM8iF5PI=,1,0,,7,20140928,20170607
1dmcyZiGgUebhH3xy5Sgl156ukbeNeQewTaroXHmEZ4=,6,30,female,9,20140209,20171103
EsHLXR2Shh5jSWFdMoIWP0sc0648wXvSWojFAGrNAP4=,1,0,,4,20170131,20170203
fdc8CTIepham74BRVzkc1Ka0N1ty3JHzu3Gmf58ZtBI=,1,0,,4,20170119,20170122
Yy4SZ7kcLGNcamDPcrBj5Hw5SuKesCPBZoq5yeqofZI=,1,0,,4,20161103,20161110
1r2kfwxkLUHPc0qXCg6h2gaxItp2ujTuzb8NcAXiuT0=,1,0,,4,20151225,20161203
F8NhF4NiX3Tf8NIrYLXviU/z95pGMGFcsMlcbewa2zI=,13,41,female,9,20091001,20170930
otgvlBcsbD/1P2afgrMVX2GW6d1BC3HsQBTfdzWpqsQ=,1,0,,7,20150308,20170914
LAtepVnpQs3hubD1su9Os4QHDAtrSkb6iEFNHyUG14U=,13,24,female,9,20081019,20171002
yDrzmCbrKddmUSBywVvd4PtoK6qn73N8TpSBNds28yo=,1,0,,4,20160329,20160401
WHMcIR5Gbtnfys6TSWkKVX6CHz8PzcX6t+CQjHCJ9qo=,1,0,,7,20150323,20170930
wHdv7NZ0fsuL43YoGr7nmtg7RmGZauV7CR/bQjEdHnM=,1,0,,4,20170213,20170216
5JAxvJOCIjNUuH87fzONdIN+zXFCsrrQ35CFdsdcLZI=,22,0,,4,20161104,20170311
lXo86PRZ9+6gaRzVFqKzbvQep62215IyElDYxbdLi6g=,1,0,,4,20170112,20170115
W36PugfqBAEsbls9zUrWB2QbK0Lk7nl3hgDfKVGV48g=,1,0,,4,20160922,20170607
+ppY0ACD3tJw3yKxXPPvcmJswq+SeF9tkOdoKimirKU=,15,29,female,7,20140716,20171214
/R6LA/Q0A5pTAO3fldRmPsjcfYE9xN4HmOJjOdLMW/0=,1,0,,4,20170122,20170125
/QnrMls40DnnRzSuNezemNFv0UBVo0qy2899Do/mciI=,5,39,female,9,20101019,20170914
zpmMI7VnBhY9Y7NLV3YuqEzi5hkTGU784A29NOwIwE4=,1,0,,7,20140228,20170923
h5Rvat/mhcuX9Y59+YDoY++oSyyMR4Z6tj7QNUBDIc0=,1,0,,7,20121223,20171007
6vZM3XR/pJ1amUZq9ZuLBubsWob1N07ujCWEuyu34UA=,8,23,male,3,20121102,20171224
eIVDYVch8kOT0qS3CzmZ78o/WgjUmEbn6bkwlExZmBs=,1,0,,7,20160619,20170903
/7IOtOs814XN7f6hlp1snYz58A1lCRC72kyhgXiSpIs=,5,21,male,7,20140622,20170920
YCf2sWnT4smSWAfHlWA6LHNb3L3bDCokpko8TnvU1fQ=,1,0,,4,20161104,20161104
BYmDKuzFxGUQJxDDi4Fi6n5Gv4g1kJ8x6/pCpxybwzU=,11,18,male,7,20140511,20170910
TaeFFeRHzNKPuFmW2GhL8w15lsr7GIfebYSuI6GuxEQ=,11,23,male,9,20121122,20180204
SnzKhppTZMuUPN1zEvkWc8l7Su00PqAna60l9+M0qUU=,12,26,female,9,20121013,20180716
V74EkRG7xGO+014UwkVQH8D8P4vovIcxM9tSDHSNs0U=,17,0,,7,20110518,20170930
fF01xLzYYtPyxsXPP/kzpbdSTZq4InYzNXMqwfpGMUg=,1,0,,7,20141214,20170916
PrEegkJtSQ2/BaK+3r0FDY70DZV/4PvmF4EzUAtjZsw=,1,0,,7,20110701,20170912
LabCE9nM2p7kpyUVwk2R8jW+V0XZ4UKvV104rbtPR48=,1,0,,9,20170209,20170212
k4FVXwOW+H6GP5GPklub7jE6bgX4E5Xg9uIxq+BI9iY=,13,55,male,3,20161016,20171020
nLot9Bdz5jjZmqA0E7SLs0On4f5JnXpSAx24RhxGTdg=,12,29,female,7,20101208,20160823
JZCyzZRsks/cNqau+EYhnBVVFQLbL7Ogs0Vt4JwegzU=,13,29,male,9,20060722,20180310
eVV7JZ2V5fSHGjpS/8De4ZXkkD90fhSr73i8dQ1yMd4=,1,0,,4,20161226,20161229
QMYCaYcsDvQf5GW5P6K80DAagLMUxlglOuYYJnlQHeo=,1,0,female,7,20130709,20170930
2Dr+3aS7231wENziRNx2h9nIb/O5R6XDO5TrLsDzmos=,1,0,,4,20151104,20171006
BF/EbdrrG4SACpAFQKxO+GbRiZi6lSrEBcy/3Mvlzso=,1,0,,7,20130629,20170923
0Ft4J41CH6DLnI5JmT/PRxrY6TdfkdLUvPkgag3JHHE=,1,0,,4,20151028,20151031
0MF7L2iH3CZyScPGkuYocNRqjCDET8/VHEp5UY7TNU0=,1,0,,4,20161209,20161212
q/IXTm+JGeMEsrC/MfQD1cY3qjLpSAhk2aSVCCZjCZQ=,1,0,,7,20120531,20170910
aqrRLbWmm6PGND/ryX0WL2QfGbGws6OglMTvBoK3e+4=,1,0,,7,20150726,20170930
qPSxhrsxPhhSySQ1FAPr8VkGod4grctf89zpvUJia1Y=,1,0,,7,20150829,20170930
/Zm/ackIefJpJKH46BNQloh1/e8CLrNRBxFnbTcf85U=,22,18,female,9,20141116,20180505
